Customer_ID,Customer_Gender,Customer_Residence_Type,Customer_Qualification,Customer_Income,Loyalty_Engagement_Score,Total_Subscriptions,Membership_Type,Customer_Live_Time_Value
3924,Female,Urban,High School,5K-10K,8359,More than 1,Silver,63756
3925,Female,Urban,High School,5K-10K,7133,More than 1,Gold,264264
3926,Male,Urban,Bachelor,5K-10K,6274,More than 1,Gold,93024
3927,Male,Rural,Bachelor,2K-5K,5424,More than 1,Gold,61848
3928,Female,Urban,Bachelor,5K-10K,3164,More than 1,Platinum,75144
3929,Male,Rural,Bachelor,5K-10K,4231,More than 1,Platinum,61140
3930,Male,Urban,High School,2K-5K,6762,More than 1,Gold,66684
3931,Female,Rural,High School,2K-5K,0,More than 1,Platinum,107688
3932,Female,Urban,High School,2K-5K,5793,1,Platinum,66840
3933,Male,Urban,Bachelor,5K-10K,6061,1,Gold,47688
3934,Female,Rural,Others,More than 10K,0,1,Gold,54204
3935,Male,Urban,High School,5K-10K,6021,1,Silver,65568
3936,Male,Urban,High School,5K-10K,6298,1,Gold,35544
3937,Male,Urban,High School,5K-10K,2314,1,Platinum,33948
3938,Male,Urban,High School,5K-10K,3666,More than 1,Silver,64728
3939,Female,Urban,High School,2K-5K,3780,1,Gold,30564
3940,Male,Urban,Others,2K-5K,11888,More than 1,Gold,93360
3941,Male,Rural,Bachelor,2K-5K,2123,1,Silver,30912
3942,Male,Urban,High School,5K-10K,2469,1,Gold,31884
3943,Male,Rural,Bachelor,2K-5K,3128,1,Silver,49380
3944,Male,Rural,High School,5K-10K,6547,More than 1,Silver,236976
3945,Male,Rural,Bachelor,5K-10K,0,More than 1,Silver,58500
3946,Female,Urban,High School,2K-5K,8488,More than 1,Silver,173304
3947,Female,Urban,High School,5K-10K,2996,More than 1,Platinum,89916
3948,Female,Urban,High School,2K-5K,4777,More than 1,Gold,353772
3949,Male,Urban,High School,5K-10K,0,More than 1,Platinum,67776
3950,Male,Urban,Bachelor,2K-5K,4281,More than 1,Gold,126060
3951,Male,Urban,High School,5K-10K,5819,1,Silver,61824
3952,Female,Urban,High School,5K-10K,5274,More than 1,Platinum,45948
3953,Male,Urban,High School,5K-10K,7074,More than 1,Platinum,74952
3954,Female,Urban,Others,5K-10K,5703,1,Gold,33504
3955,Male,Urban,High School,5K-10K,3538,More than 1,Platinum,244884
3956,Male,Urban,Bachelor,More than 10K,2240,1,Silver,33576
3957,Female,Urban,High School,2K-5K,5646,More than 1,Silver,63132
3958,Male,Urban,High School,5K-10K,9069,More than 1,Platinum,107280
3959,Male,Urban,Others,5K-10K,6469,More than 1,Gold,100428
3960,Male,Urban,Bachelor,5K-10K,6591,More than 1,Platinum,66264
3961,Female,Urban,High School,5K-10K,0,More than 1,Silver,69072
3962,Female,Urban,High School,5K-10K,2093,More than 1,Gold,48996
3963,Male,Urban,High School,5K-10K,21806,More than 1,Gold,69816
3964,Male,Urban,High School,2K-5K,0,More than 1,Platinum,152820
3965,Male,Urban,Bachelor,5K-10K,3837,More than 1,Platinum,62376
3966,Female,Urban,High School,5K-10K,3600,More than 1,Gold,91152
3967,Female,Rural,Bachelor,5K-10K,0,1,Platinum,34920
3968,Female,Urban,Bachelor,5K-10K,0,More than 1,Platinum,68028
3969,Male,Urban,High School,2K-5K,6545,More than 1,Gold,176664
3970,Male,Urban,Bachelor,5K-10K,6631,More than 1,Platinum,73212
3971,Female,Urban,Bachelor,5K-10K,3839,More than 1,Platinum,200532
3972,Male,Urban,High School,5K-10K,5797,More than 1,Gold,167172
3973,Female,Urban,High School,5K-10K,3943,More than 1,Platinum,116868
3974,Male,Urban,High School,More than 10K,0,More than 1,Platinum,30516
3975,Male,Rural,High School,5K-10K,3308,1,Platinum,317736
3976,Female,Rural,High School,5K-10K,3369,More than 1,Platinum,66072
3977,Female,Rural,Bachelor,2K-5K,0,1,Gold,59616
3978,Male,Urban,Bachelor,5K-10K,7265,More than 1,Silver,99144
3979,Male,Urban,Bachelor,2K-5K,4125,1,Silver,65208
3980,Male,Urban,High School,2K-5K,5946,More than 1,Platinum,76308
3981,Male,Urban,High School,More than 10K,2090,1,Silver,36252
3982,Female,Urban,High School,5K-10K,3683,More than 1,Platinum,67200
3983,Male,Rural,Bachelor,More than 10K,0,1,Platinum,61584
3984,Female,Urban,High School,5K-10K,6886,More than 1,Gold,143628
3985,Male,Rural,High School,5K-10K,0,1,Platinum,62148
3986,Male,Urban,Bachelor,2K-5K,5861,1,Platinum,30324
3987,Female,Urban,High School,5K-10K,4238,More than 1,Gold,113724
3988,Male,Urban,Bachelor,5K-10K,7278,More than 1,Gold,59652
3989,Female,Rural,Bachelor,2K-5K,0,1,Silver,59004
3990,Male,Urban,Others,5K-10K,3922,1,Platinum,69540
3991,Male,Rural,Bachelor,5K-10K,3632,More than 1,Gold,64404
3992,Male,Urban,Bachelor,5K-10K,4335,More than 1,Platinum,64716
3993,Female,Urban,Bachelor,2K-5K,5969,1,Platinum,48396
3994,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,68376
3995,Male,Urban,Bachelor,5K-10K,4077,1,Silver,34380
3996,Female,Urban,Bachelor,2K-5K,2845,More than 1,Platinum,60720
3997,Male,Rural,High School,5K-10K,2071,More than 1,Platinum,33828
3998,Female,Rural,High School,5K-10K,2512,More than 1,Gold,72360
3999,Female,Urban,Bachelor,<=2K,5779,More than 1,Platinum,57096
4000,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,67956
4001,Female,Urban,High School,5K-10K,3704,More than 1,Platinum,92004
4002,Female,Rural,Others,More than 10K,0,1,Platinum,45552
4003,Female,Urban,Bachelor,5K-10K,3359,More than 1,Platinum,98736
4004,Male,Urban,High School,5K-10K,3971,More than 1,Platinum,58788
4005,Female,Urban,High School,5K-10K,5258,More than 1,Silver,255036
4006,Male,Urban,Bachelor,5K-10K,6539,More than 1,Platinum,63924
4007,Female,Urban,Bachelor,2K-5K,10571,More than 1,Platinum,64716
4008,Male,Urban,Bachelor,5K-10K,4799,More than 1,Platinum,66996
4009,Female,Rural,High School,5K-10K,2581,1,Gold,30180
4010,Female,Rural,High School,5K-10K,0,1,Silver,66984
4011,Male,Urban,High School,5K-10K,8092,More than 1,Gold,53544
4012,Male,Urban,Bachelor,5K-10K,2991,More than 1,Platinum,173652
4013,Male,Urban,High School,5K-10K,6875,More than 1,Gold,99336
4014,Male,Urban,High School,2K-5K,5324,1,Silver,33876
4015,Female,Rural,High School,5K-10K,5314,1,Platinum,44160
4016,Female,Urban,High School,5K-10K,3874,More than 1,Silver,65592
4017,Female,Urban,High School,5K-10K,4098,1,Platinum,54264
4018,Female,Urban,High School,More than 10K,5094,More than 1,Silver,479088
4019,Male,Rural,Bachelor,5K-10K,3058,More than 1,Gold,67308
4020,Female,Urban,High School,<=2K,6384,More than 1,Platinum,100752
4021,Female,Urban,High School,5K-10K,5276,More than 1,Gold,160092
4022,Male,Urban,High School,<=2K,15306,More than 1,Platinum,56160
4023,Male,Urban,Bachelor,5K-10K,5816,1,Silver,33324
4024,Male,Urban,High School,2K-5K,11726,More than 1,Silver,455496
4025,Male,Urban,High School,2K-5K,4024,1,Silver,34584
4026,Female,Rural,High School,5K-10K,0,1,Platinum,62100
4027,Female,Urban,Bachelor,5K-10K,3847,More than 1,Platinum,123216
4028,Female,Urban,High School,5K-10K,0,More than 1,Platinum,297252
4029,Male,Rural,High School,5K-10K,3164,More than 1,Platinum,60144
4030,Female,Urban,High School,5K-10K,8824,More than 1,Silver,214956
4031,Male,Urban,Bachelor,5K-10K,3339,1,Platinum,30480
4032,Male,Urban,Bachelor,5K-10K,3135,1,Platinum,32580
4033,Male,Urban,High School,5K-10K,6110,1,Platinum,31212
4034,Female,Urban,High School,5K-10K,4986,More than 1,Platinum,102768
4035,Male,Urban,High School,5K-10K,9063,More than 1,Platinum,64092
4036,Female,Urban,Bachelor,5K-10K,5174,More than 1,Gold,93456
4037,Female,Rural,High School,More than 10K,0,1,Platinum,64656
4038,Male,Urban,Bachelor,2K-5K,6467,More than 1,Platinum,61152
4039,Female,Urban,High School,2K-5K,3831,More than 1,Gold,96204
4040,Female,Rural,High School,5K-10K,3516,1,Platinum,46620
4041,Female,Urban,Bachelor,5K-10K,0,More than 1,Silver,148164
4042,Male,Rural,High School,2K-5K,3720,1,Gold,67584
4043,Male,Urban,High School,5K-10K,2472,More than 1,Gold,103680
4044,Male,Urban,Bachelor,5K-10K,5600,1,Gold,48336
4045,Female,Urban,Bachelor,5K-10K,10260,More than 1,Platinum,67152
4046,Male,Urban,High School,2K-5K,5636,1,Silver,31788
4047,Female,Urban,Bachelor,2K-5K,4379,1,Platinum,62868
4048,Male,Rural,Bachelor,2K-5K,3362,More than 1,Platinum,98088
4049,Female,Urban,Bachelor,5K-10K,5828,1,Gold,31008
4050,Female,Rural,Bachelor,More than 10K,0,More than 1,Platinum,70308
4051,Female,Rural,Others,5K-10K,3757,1,Silver,27984
4052,Female,Urban,Bachelor,2K-5K,5431,More than 1,Silver,94836
4053,Male,Urban,Bachelor,5K-10K,5054,1,Gold,34956
4054,Female,Urban,Bachelor,5K-10K,4674,1,Gold,34128
4055,Male,Urban,High School,5K-10K,7371,More than 1,Platinum,63384
4056,Female,Rural,Bachelor,More than 10K,3035,More than 1,Platinum,104772
4057,Male,Urban,Bachelor,More than 10K,6356,More than 1,Platinum,52764
4058,Female,Rural,Others,More than 10K,0,1,Silver,36360
4059,Male,Urban,High School,2K-5K,5752,1,Silver,32124
4060,Male,Urban,Bachelor,5K-10K,7561,More than 1,Platinum,375828
4061,Male,Urban,Bachelor,5K-10K,12896,More than 1,Platinum,207636
4062,Male,Urban,High School,2K-5K,3768,1,Silver,57348
4063,Female,Urban,High School,2K-5K,5749,More than 1,Gold,88116
4064,Male,Urban,High School,2K-5K,6622,More than 1,Silver,307188
4065,Male,Rural,Bachelor,2K-5K,4530,1,Platinum,55668
4066,Female,Urban,Bachelor,5K-10K,5129,More than 1,Gold,95952
4067,Male,Rural,Bachelor,2K-5K,10004,More than 1,Platinum,70800
4068,Male,Urban,Bachelor,5K-10K,3301,More than 1,Platinum,61764
4069,Male,Urban,High School,5K-10K,5498,More than 1,Platinum,101220
4070,Male,Rural,High School,5K-10K,0,More than 1,Platinum,64848
4071,Male,Urban,High School,5K-10K,4590,1,Gold,69732
4072,Female,Rural,High School,5K-10K,2109,More than 1,Platinum,528564
4073,Female,Urban,High School,5K-10K,3432,1,Platinum,65160
4074,Female,Rural,High School,5K-10K,0,More than 1,Platinum,520908
4075,Male,Rural,High School,5K-10K,0,More than 1,Gold,63552
4076,Male,Rural,High School,5K-10K,4315,More than 1,Platinum,66804
4077,Female,Urban,High School,2K-5K,6306,1,Gold,65736
4078,Female,Urban,Bachelor,5K-10K,5304,More than 1,Gold,163308
4079,Female,Urban,Bachelor,5K-10K,8962,More than 1,Platinum,107664
4080,Male,Urban,High School,2K-5K,10263,1,Gold,33300
4081,Female,Urban,High School,2K-5K,7714,More than 1,Gold,97932
4082,Female,Urban,High School,5K-10K,4089,More than 1,Silver,60192
4083,Female,Rural,High School,5K-10K,0,1,Platinum,31836
4084,Female,Urban,Bachelor,5K-10K,6395,More than 1,Platinum,65484
4085,Female,Urban,Bachelor,5K-10K,4722,More than 1,Silver,66300
4086,Female,Urban,High School,5K-10K,5864,More than 1,Gold,129804
4087,Female,Urban,High School,5K-10K,2198,More than 1,Platinum,115272
4088,Female,Rural,Bachelor,2K-5K,0,More than 1,Platinum,59808
4089,Female,Rural,Bachelor,5K-10K,0,More than 1,Gold,52824
4090,Male,Rural,Bachelor,More than 10K,2829,More than 1,Gold,271500
4091,Male,Urban,Bachelor,2K-5K,3974,More than 1,Silver,63324
4092,Male,Urban,Bachelor,5K-10K,0,More than 1,Platinum,66864
4093,Female,Rural,High School,5K-10K,0,More than 1,Gold,62928
4094,Female,Urban,Bachelor,5K-10K,3612,More than 1,Platinum,61500
4095,Female,Urban,High School,2K-5K,4310,More than 1,Gold,36936
4096,Male,Rural,Bachelor,5K-10K,3082,1,Silver,44244
4097,Male,Urban,Bachelor,5K-10K,4637,1,Platinum,64068
4098,Female,Urban,Bachelor,5K-10K,0,More than 1,Platinum,145392
4099,Female,Urban,High School,More than 10K,5499,More than 1,Silver,66888
4100,Female,Urban,High School,5K-10K,23267,More than 1,Silver,59592
4101,Male,Rural,High School,5K-10K,2189,1,Gold,34080
4102,Male,Urban,High School,2K-5K,2859,More than 1,Platinum,58620
4103,Female,Urban,High School,2K-5K,3943,More than 1,Gold,65604
4104,Male,Urban,Bachelor,2K-5K,6733,More than 1,Gold,284712
4105,Male,Urban,Bachelor,More than 10K,5335,More than 1,Platinum,69516
4106,Male,Urban,Bachelor,5K-10K,9005,More than 1,Platinum,107196
4107,Male,Urban,High School,5K-10K,2667,More than 1,Platinum,59016
4108,Male,Rural,Bachelor,5K-10K,2686,More than 1,Silver,64992
4109,Female,Urban,High School,2K-5K,3957,More than 1,Gold,120096
4110,Male,Urban,High School,5K-10K,4036,1,Platinum,50136
4111,Female,Rural,High School,5K-10K,0,1,Platinum,34164
4112,Female,Urban,High School,5K-10K,6323,More than 1,Platinum,69264
4113,Female,Urban,Bachelor,2K-5K,7443,More than 1,Platinum,437280
4114,Female,Rural,Bachelor,More than 10K,4367,More than 1,Silver,107232
4115,Female,Urban,Bachelor,5K-10K,4807,More than 1,Platinum,141744
4116,Male,Urban,High School,5K-10K,2998,More than 1,Gold,96024
4117,Male,Urban,Bachelor,More than 10K,0,1,Platinum,40812
4118,Female,Urban,Bachelor,5K-10K,6375,More than 1,Gold,95424
4119,Male,Rural,Bachelor,More than 10K,2117,More than 1,Platinum,96804
4120,Male,Urban,Bachelor,2K-5K,7439,More than 1,Platinum,56064
4121,Male,Urban,High School,More than 10K,0,More than 1,Silver,53604
4122,Male,Urban,Bachelor,<=2K,9757,1,Silver,106512
4123,Male,Urban,High School,5K-10K,0,More than 1,Platinum,64008
4124,Male,Rural,High School,5K-10K,7363,More than 1,Silver,98148
4125,Male,Urban,Bachelor,<=2K,7792,1,Silver,36120
4126,Female,Urban,High School,5K-10K,3249,More than 1,Gold,100284
4127,Male,Rural,Others,5K-10K,2214,More than 1,Platinum,60408
4128,Female,Urban,Bachelor,5K-10K,4378,1,Platinum,214020
4129,Male,Urban,High School,5K-10K,9616,More than 1,Platinum,92292
4130,Female,Urban,Bachelor,More than 10K,0,More than 1,Platinum,252816
4131,Male,Urban,Bachelor,5K-10K,3465,1,Platinum,32496
4132,Male,Urban,Bachelor,5K-10K,5396,More than 1,Platinum,70872
4133,Female,Urban,Bachelor,<=2K,5690,1,Platinum,54264
4134,Female,Rural,Bachelor,5K-10K,3552,1,Platinum,132252
4135,Female,Urban,High School,More than 10K,6991,More than 1,Gold,63000
4136,Female,Urban,High School,2K-5K,4126,More than 1,Platinum,59436
4137,Female,Urban,High School,5K-10K,5494,More than 1,Platinum,86532
4138,Female,Urban,Bachelor,2K-5K,5312,More than 1,Gold,70932
4139,Female,Rural,High School,5K-10K,4546,More than 1,Platinum,57936
4140,Male,Rural,Bachelor,More than 10K,9917,More than 1,Silver,63732
4141,Male,Urban,High School,2K-5K,8222,More than 1,Gold,72156
4142,Male,Urban,High School,5K-10K,4229,More than 1,Silver,56316
4143,Male,Rural,High School,5K-10K,5191,More than 1,Platinum,364644
4144,Female,Urban,Bachelor,5K-10K,5301,1,Platinum,45084
4145,Male,Rural,High School,5K-10K,2231,More than 1,Platinum,79224
4146,Female,Urban,Bachelor,5K-10K,13170,1,Platinum,33132
4147,Male,Urban,Bachelor,2K-5K,5084,More than 1,Gold,92976
4148,Female,Rural,High School,5K-10K,4984,More than 1,Platinum,31344
4149,Female,Rural,High School,5K-10K,0,More than 1,Silver,59424
4150,Male,Urban,Bachelor,More than 10K,4328,More than 1,Platinum,109152
4151,Male,Rural,High School,5K-10K,0,1,Silver,49248
4152,Female,Urban,Bachelor,2K-5K,4031,More than 1,Gold,101376
4153,Female,Urban,High School,2K-5K,5459,More than 1,Platinum,352224
4154,Female,Urban,High School,2K-5K,5014,More than 1,Gold,429204
4155,Female,Urban,Bachelor,5K-10K,4867,More than 1,Platinum,177960
4156,Female,Rural,Bachelor,2K-5K,0,1,Gold,52728
4157,Female,Rural,Bachelor,5K-10K,2236,1,Platinum,54696
4158,Female,Urban,Bachelor,5K-10K,3311,1,Gold,53376
4159,Male,Urban,High School,5K-10K,9885,More than 1,Silver,187428
4160,Male,Urban,High School,2K-5K,5665,1,Platinum,115824
4161,Male,Urban,High School,2K-5K,16338,More than 1,Gold,132996
4162,Male,Urban,Bachelor,More than 10K,7510,1,Platinum,57576
4163,Male,Urban,Others,More than 10K,6051,More than 1,Platinum,63696
4164,Female,Rural,High School,5K-10K,2050,1,Gold,64428
4165,Male,Urban,High School,5K-10K,0,1,Platinum,71448
4166,Female,Urban,Bachelor,2K-5K,3875,More than 1,Platinum,121032
4167,Male,Urban,Bachelor,5K-10K,4525,More than 1,Silver,122064
4168,Male,Urban,High School,2K-5K,7420,More than 1,Platinum,168768
4169,Female,Rural,Bachelor,More than 10K,0,More than 1,Gold,101196
4170,Male,Urban,High School,5K-10K,2579,More than 1,Gold,343404
4171,Female,Urban,Bachelor,<=2K,5875,More than 1,Silver,161472
4172,Male,Urban,High School,2K-5K,10344,More than 1,Platinum,107796
4173,Female,Urban,High School,5K-10K,0,1,Silver,51624
4174,Female,Urban,High School,5K-10K,3568,More than 1,Gold,64044
4175,Female,Rural,High School,5K-10K,0,1,Silver,33696
4176,Female,Urban,Bachelor,More than 10K,7228,1,Platinum,62832
4177,Female,Urban,Bachelor,More than 10K,2598,1,Platinum,60528
4178,Male,Urban,High School,5K-10K,6325,More than 1,Gold,96372
4179,Male,Urban,High School,2K-5K,6355,More than 1,Silver,196980
4180,Male,Urban,High School,5K-10K,13143,More than 1,Platinum,66768
4181,Male,Urban,High School,5K-10K,10879,More than 1,Gold,238536
4182,Male,Urban,High School,5K-10K,0,More than 1,Gold,94644
4183,Male,Urban,High School,2K-5K,3747,More than 1,Platinum,252324
4184,Male,Urban,Bachelor,2K-5K,3842,More than 1,Silver,102228
4185,Female,Urban,High School,5K-10K,9572,More than 1,Platinum,34416
4186,Male,Urban,Bachelor,2K-5K,4123,More than 1,Platinum,102300
4187,Female,Urban,Bachelor,2K-5K,5431,1,Gold,35856
4188,Male,Urban,High School,2K-5K,2258,More than 1,Gold,71664
4189,Male,Urban,Bachelor,5K-10K,9782,More than 1,Platinum,60576
4190,Female,Urban,High School,5K-10K,4323,More than 1,Gold,239808
4191,Female,Rural,Bachelor,5K-10K,4577,More than 1,Gold,73668
4192,Female,Urban,High School,5K-10K,3891,1,Platinum,33816
4193,Female,Rural,High School,5K-10K,0,More than 1,Platinum,70536
4194,Male,Urban,High School,5K-10K,3844,1,Silver,67656
4195,Male,Urban,Bachelor,2K-5K,3634,More than 1,Silver,112380
4196,Female,Urban,High School,2K-5K,11629,More than 1,Platinum,68928
4197,Female,Urban,High School,5K-10K,2347,1,Platinum,34248
4198,Male,Rural,High School,5K-10K,3987,More than 1,Platinum,105420
4199,Female,Urban,High School,5K-10K,16149,More than 1,Gold,346668
4200,Male,Urban,High School,5K-10K,4304,More than 1,Silver,357540
4201,Male,Urban,Bachelor,5K-10K,3678,More than 1,Platinum,68148
4202,Male,Rural,High School,5K-10K,2753,More than 1,Silver,53136
4203,Female,Urban,Bachelor,5K-10K,4062,1,Silver,47868
4204,Female,Urban,High School,5K-10K,2146,More than 1,Silver,70788
4205,Male,Rural,Bachelor,5K-10K,4913,1,Platinum,63444
4206,Male,Urban,High School,5K-10K,5773,More than 1,Platinum,71772
4207,Female,Urban,High School,5K-10K,4543,More than 1,Platinum,354000
4208,Male,Urban,Bachelor,2K-5K,0,More than 1,Platinum,62424
4209,Male,Urban,High School,2K-5K,5021,More than 1,Platinum,92592
4210,Female,Urban,High School,5K-10K,8709,More than 1,Platinum,64164
4211,Female,Urban,Bachelor,2K-5K,6556,More than 1,Silver,71352
4212,Female,Rural,Bachelor,More than 10K,0,More than 1,Platinum,90216
4213,Male,Urban,Bachelor,5K-10K,4305,More than 1,Platinum,267804
4214,Female,Urban,High School,2K-5K,10084,More than 1,Silver,147864
4215,Male,Urban,Others,5K-10K,3391,More than 1,Platinum,132528
4216,Male,Urban,Bachelor,2K-5K,13603,More than 1,Platinum,64212
4217,Female,Urban,Bachelor,5K-10K,3664,More than 1,Platinum,28476
4218,Female,Urban,Bachelor,5K-10K,6209,More than 1,Platinum,55008
4219,Male,Urban,High School,5K-10K,2910,More than 1,Silver,66060
4220,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,96564
4221,Female,Urban,High School,5K-10K,4225,More than 1,Platinum,70344
4222,Female,Urban,Bachelor,5K-10K,6554,More than 1,Silver,295212
4223,Female,Urban,Bachelor,5K-10K,4458,1,Platinum,90180
4224,Female,Rural,Bachelor,More than 10K,0,1,Platinum,61080
4225,Male,Rural,High School,5K-10K,8308,1,Gold,30216
4226,Female,Urban,Bachelor,5K-10K,3538,More than 1,Gold,65016
4227,Male,Urban,Bachelor,2K-5K,3723,More than 1,Platinum,193764
4228,Female,Urban,High School,2K-5K,11832,More than 1,Platinum,55464
4229,Male,Rural,Bachelor,More than 10K,0,1,Gold,70848
4230,Male,Urban,High School,5K-10K,4079,More than 1,Platinum,62232
4231,Male,Urban,High School,5K-10K,7860,More than 1,Platinum,106500
4232,Male,Rural,High School,More than 10K,3162,1,Platinum,31224
4233,Male,Urban,Bachelor,2K-5K,6593,More than 1,Platinum,109464
4234,Female,Urban,Bachelor,5K-10K,7553,More than 1,Gold,67596
4235,Female,Urban,Bachelor,2K-5K,5450,More than 1,Gold,65304
4236,Female,Urban,Bachelor,5K-10K,4281,More than 1,Platinum,124404
4237,Female,Urban,Bachelor,5K-10K,5697,More than 1,Platinum,128880
4238,Male,Urban,High School,More than 10K,9086,More than 1,Platinum,61560
4239,Female,Rural,High School,5K-10K,0,1,Silver,38724
4240,Female,Urban,Bachelor,5K-10K,2216,1,Platinum,49164
4241,Female,Rural,Bachelor,5K-10K,0,1,Silver,46140
4242,Male,Urban,High School,5K-10K,11338,More than 1,Gold,263328
4243,Female,Urban,Bachelor,5K-10K,2718,More than 1,Silver,67548
4244,Male,Urban,High School,2K-5K,7373,More than 1,Gold,69636
4245,Female,Rural,High School,More than 10K,0,1,Platinum,32988
4246,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,247044
4247,Male,Rural,High School,5K-10K,2199,1,Gold,32496
4248,Male,Rural,High School,5K-10K,0,1,Platinum,61632
4249,Male,Urban,High School,5K-10K,6389,More than 1,Platinum,92832
4250,Male,Urban,Bachelor,5K-10K,3929,More than 1,Platinum,73332
4251,Male,Urban,Bachelor,5K-10K,5394,More than 1,Platinum,160356
4252,Male,Urban,High School,5K-10K,6108,More than 1,Platinum,165936
4253,Male,Urban,High School,5K-10K,2531,1,Gold,52500
4254,Male,Urban,High School,More than 10K,3734,More than 1,Platinum,147912
4255,Female,Urban,High School,5K-10K,2469,More than 1,Platinum,61836
4256,Male,Rural,Bachelor,2K-5K,3375,More than 1,Platinum,62412
4257,Female,Rural,Bachelor,5K-10K,0,1,Silver,67944
4258,Male,Urban,High School,5K-10K,4849,More than 1,Platinum,69024
4259,Female,Urban,High School,5K-10K,5076,More than 1,Gold,218964
4260,Male,Urban,High School,<=2K,6319,More than 1,Platinum,61356
4261,Female,Rural,High School,2K-5K,0,More than 1,Platinum,106428
4262,Male,Rural,Others,5K-10K,3737,More than 1,Platinum,91980
4263,Male,Urban,High School,5K-10K,2434,More than 1,Platinum,65592
4264,Male,Urban,Bachelor,5K-10K,3578,More than 1,Gold,93696
4265,Male,Urban,High School,2K-5K,15298,More than 1,Platinum,71736
4266,Male,Urban,Bachelor,5K-10K,3648,More than 1,Gold,115332
4267,Female,Urban,High School,<=2K,5139,1,Platinum,69672
4268,Female,Urban,Bachelor,5K-10K,0,1,Platinum,30960
4269,Male,Rural,High School,5K-10K,0,More than 1,Silver,48504
4270,Female,Urban,Others,5K-10K,5357,1,Gold,31872
4271,Male,Rural,Bachelor,5K-10K,6611,1,Platinum,34860
4272,Male,Urban,High School,5K-10K,6066,More than 1,Platinum,71412
4273,Female,Urban,High School,5K-10K,4399,More than 1,Gold,152244
4274,Female,Urban,Bachelor,2K-5K,6174,1,Silver,57216
4275,Male,Urban,High School,5K-10K,5351,1,Gold,32412
4276,Female,Urban,High School,5K-10K,6169,More than 1,Platinum,249276
4277,Female,Rural,High School,5K-10K,2752,More than 1,Platinum,64776
4278,Male,Rural,High School,More than 10K,3028,More than 1,Gold,106692
4279,Male,Rural,Bachelor,5K-10K,4020,More than 1,Platinum,72408
4280,Female,Urban,Others,2K-5K,2146,More than 1,Silver,62244
4281,Male,Urban,High School,More than 10K,0,More than 1,Platinum,253728
4282,Female,Urban,High School,5K-10K,2609,More than 1,Gold,112116
4283,Male,Rural,High School,2K-5K,0,1,Platinum,38136
4284,Male,Urban,High School,5K-10K,2772,More than 1,Platinum,250344
4285,Female,Urban,Bachelor,5K-10K,5479,1,Silver,32508
4286,Male,Rural,Bachelor,2K-5K,4774,More than 1,Gold,63636
4287,Male,Urban,High School,5K-10K,6944,More than 1,Gold,297108
4288,Male,Urban,High School,5K-10K,5906,More than 1,Gold,67344
4289,Male,Urban,High School,2K-5K,10682,More than 1,Gold,62388
4290,Male,Urban,High School,5K-10K,0,More than 1,Platinum,181596
4291,Male,Urban,High School,5K-10K,7471,More than 1,Platinum,117288
4292,Male,Urban,Bachelor,<=2K,3693,More than 1,Platinum,59220
4293,Female,Urban,Bachelor,2K-5K,2379,More than 1,Platinum,71820
4294,Female,Rural,Bachelor,5K-10K,2948,More than 1,Silver,155124
4295,Male,Urban,High School,2K-5K,16116,More than 1,Gold,65772
4296,Male,Urban,Bachelor,5K-10K,2986,More than 1,Gold,63204
4297,Male,Rural,Bachelor,5K-10K,2302,1,Platinum,59628
4298,Male,Rural,High School,More than 10K,10874,More than 1,Gold,97476
4299,Male,Urban,Bachelor,5K-10K,3942,More than 1,Platinum,48672
4300,Female,Urban,High School,5K-10K,10331,More than 1,Platinum,167904
4301,Male,Urban,High School,5K-10K,2967,More than 1,Platinum,356376
4302,Male,Urban,Bachelor,5K-10K,3944,More than 1,Gold,64896
4303,Female,Urban,High School,More than 10K,6914,More than 1,Gold,108360
4304,Female,Rural,Bachelor,2K-5K,3010,More than 1,Silver,96204
4305,Female,Rural,High School,5K-10K,6184,More than 1,Platinum,404388
4306,Female,Rural,Bachelor,2K-5K,0,More than 1,Platinum,63108
4307,Male,Urban,High School,5K-10K,4446,More than 1,Platinum,73968
4308,Male,Urban,Bachelor,2K-5K,5914,More than 1,Silver,64548
4309,Male,Rural,High School,5K-10K,0,More than 1,Silver,59652
4310,Female,Rural,High School,More than 10K,0,More than 1,Gold,69816
4311,Female,Rural,Bachelor,5K-10K,0,1,Silver,52884
4312,Male,Urban,High School,5K-10K,3579,More than 1,Gold,95700
4313,Female,Urban,Bachelor,More than 10K,5944,More than 1,Platinum,66084
4314,Male,Urban,High School,2K-5K,6169,More than 1,Platinum,71880
4315,Female,Urban,Bachelor,More than 10K,3788,More than 1,Silver,111372
4316,Male,Urban,High School,2K-5K,3716,More than 1,Platinum,63900
4317,Female,Urban,High School,5K-10K,4427,More than 1,Platinum,102984
4318,Male,Rural,High School,2K-5K,7519,1,Platinum,31716
4319,Female,Rural,Bachelor,5K-10K,2106,More than 1,Platinum,219216
4320,Male,Urban,Bachelor,More than 10K,4910,More than 1,Platinum,62100
4321,Female,Rural,High School,More than 10K,0,1,Gold,34500
4322,Female,Urban,High School,2K-5K,9425,More than 1,Silver,63108
4323,Female,Urban,High School,2K-5K,6469,More than 1,Platinum,97524
